timestamp,soft_xray_flux,hard_xray_flux,soft_bg_subtracted,hard_bg_subtracted,source
2026-06-20T14:38:47Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:38:48Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:38:49Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:38:50Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:38:51Z,7.0,3.0,4.0,3.0,aditya
2026-06-20T14:38:52Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:38:53Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:38:54Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:38:55Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:38:56Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:38:57Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:38:58Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:38:59Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:39:00Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:39:01Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:39:02Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:39:03Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:39:04Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:39:05Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:39:06Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:39:07Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:08Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:39:09Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:39:10Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:39:11Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:12Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:13Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:39:14Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:39:15Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:39:16Z,1.0,2.0,0.0,2.0,aditya
2026-06-20T14:39:17Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:39:18Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:39:19Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:39:20Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:39:21Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:39:22Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:39:23Z,3.0,1.0,0.0,1.0,aditya
2026-06-20T14:39:24Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:25Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:39:26Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:39:27Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:28Z,13.0,0.0,10.0,0.0,aditya
2026-06-20T14:39:29Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:39:30Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:31Z,4.0,3.0,1.0,3.0,aditya
2026-06-20T14:39:32Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:39:33Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:39:34Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:39:35Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:39:36Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:39:37Z,17.0,0.0,14.0,0.0,aditya
2026-06-20T14:39:38Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:39:39Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:39:40Z,10.0,1.0,7.0,1.0,aditya
2026-06-20T14:39:41Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:39:42Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:39:43Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:39:44Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:39:45Z,1.0,0.0,0.0,0.0,aditya
2026-06-20T14:39:46Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:39:47Z,2.0,2.0,0.0,2.0,aditya
2026-06-20T14:39:48Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:39:49Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:39:50Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:39:51Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:52Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:53Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:39:54Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:39:55Z,5.0,2.0,2.0,2.0,aditya
2026-06-20T14:39:56Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:39:57Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:39:58Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:39:59Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:40:00Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:40:01Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:40:02Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:03Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:04Z,11.0,1.0,8.0,1.0,aditya
2026-06-20T14:40:05Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:40:06Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:40:07Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:40:08Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:40:09Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:10Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:11Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:40:12Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:40:13Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:14Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:40:15Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:40:16Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:40:17Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:40:18Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:40:19Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:20Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:40:21Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:40:22Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:23Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:40:24Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:40:25Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:26Z,10.0,1.0,7.0,1.0,aditya
2026-06-20T14:40:27Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:40:28Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:29Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:40:30Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:40:31Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:32Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:40:33Z,6.0,3.0,3.0,3.0,aditya
2026-06-20T14:40:34Z,5.0,2.0,2.0,2.0,aditya
2026-06-20T14:40:35Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:36Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:37Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:38Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:40:39Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:40:40Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:40:41Z,8.0,1.0,5.0,1.0,aditya
2026-06-20T14:40:42Z,8.0,1.0,5.0,1.0,aditya
2026-06-20T14:40:43Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:44Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:45Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:40:46Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:40:47Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:40:48Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:40:49Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:50Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:40:51Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:40:52Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:53Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:40:54Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:40:55Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:40:56Z,5.0,3.0,2.0,3.0,aditya
2026-06-20T14:40:57Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:40:58Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:40:59Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:41:00Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:41:01Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:41:02Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:41:03Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:41:04Z,1.0,3.0,0.0,3.0,aditya
2026-06-20T14:41:05Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:06Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:41:07Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:41:08Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:09Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:41:10Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:41:11Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:12Z,12.0,0.0,9.0,0.0,aditya
2026-06-20T14:41:13Z,8.0,2.0,5.0,2.0,aditya
2026-06-20T14:41:14Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:41:15Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:41:16Z,12.0,0.0,9.0,0.0,aditya
2026-06-20T14:41:17Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:41:18Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:19Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:41:20Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:41:21Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:41:22Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:41:23Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:41:24Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:41:25Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:41:26Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:27Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:28Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:41:29Z,9.0,1.0,6.0,1.0,aditya
2026-06-20T14:41:30Z,4.0,3.0,1.0,3.0,aditya
2026-06-20T14:41:31Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:41:32Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:33Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:41:34Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:41:35Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:41:36Z,13.0,0.0,10.0,0.0,aditya
2026-06-20T14:41:37Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:41:38Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:41:39Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:41:40Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:41:41Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:41:42Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:41:43Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:44Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:41:45Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:41:46Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:41:47Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:41:48Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:49Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:41:50Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:41:51Z,6.0,2.0,3.0,2.0,aditya
2026-06-20T14:41:52Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:41:53Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:41:54Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:41:55Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:41:56Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:41:57Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:41:58Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:41:59Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:00Z,7.0,5.0,4.0,5.0,aditya
2026-06-20T14:42:01Z,12.0,0.0,9.0,0.0,aditya
2026-06-20T14:42:02Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:42:03Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:04Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:42:05Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:42:06Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:42:07Z,5.0,1.0,2.0,1.0,aditya
2026-06-20T14:42:08Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:42:09Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:10Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:42:11Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:42:12Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:42:13Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:42:14Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:42:15Z,12.0,1.0,9.0,1.0,aditya
2026-06-20T14:42:16Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:42:17Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:42:18Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:42:19Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:20Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:42:21Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:22Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:42:23Z,1.0,1.0,0.0,1.0,aditya
2026-06-20T14:42:24Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:42:25Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:42:26Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:42:27Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:42:28Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:42:29Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:30Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:31Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:32Z,9.0,1.0,6.0,1.0,aditya
2026-06-20T14:42:33Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:42:34Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:35Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:36Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:37Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:38Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:39Z,9.0,1.0,6.0,1.0,aditya
2026-06-20T14:42:40Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:41Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:42Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:43Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:42:44Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:42:45Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:46Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:42:47Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:42:48Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:42:49Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:42:50Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:42:51Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:42:52Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:42:53Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:54Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:42:55Z,9.0,2.0,6.0,2.0,aditya
2026-06-20T14:42:56Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:42:57Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:58Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:42:59Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:43:00Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:43:01Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:43:02Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:43:03Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:43:04Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:05Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:06Z,12.0,0.0,9.0,0.0,aditya
2026-06-20T14:43:07Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:08Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:43:09Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:10Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:43:11Z,3.0,1.0,0.0,1.0,aditya
2026-06-20T14:43:12Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:13Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:43:14Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:43:15Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:43:16Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:43:17Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:18Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:19Z,10.0,1.0,7.0,1.0,aditya
2026-06-20T14:43:20Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:21Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:43:22Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:23Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:24Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:25Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:26Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:27Z,1.0,1.0,0.0,1.0,aditya
2026-06-20T14:43:28Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:43:29Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:43:30Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:31Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:43:32Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:43:33Z,13.0,0.0,10.0,0.0,aditya
2026-06-20T14:43:34Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:43:35Z,7.0,2.0,4.0,2.0,aditya
2026-06-20T14:43:36Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:37Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:38Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:39Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:40Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:41Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:42Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:43:43Z,7.0,2.0,4.0,2.0,aditya
2026-06-20T14:43:44Z,12.0,0.0,9.0,0.0,aditya
2026-06-20T14:43:45Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:46Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:43:47Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:48Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:49Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:50Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:51Z,4.0,1.0,1.0,1.0,aditya
2026-06-20T14:43:52Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:43:53Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:43:54Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:55Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:43:56Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:43:57Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:58Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:43:59Z,12.0,7.0,9.0,7.0,aditya
2026-06-20T14:44:00Z,13.0,0.0,10.0,0.0,aditya
2026-06-20T14:44:01Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:44:02Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:44:03Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:44:04Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:05Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:06Z,4.0,1.0,1.0,1.0,aditya
2026-06-20T14:44:07Z,6.0,3.0,3.0,3.0,aditya
2026-06-20T14:44:08Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:44:09Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:10Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:44:11Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:44:12Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:44:13Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:14Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:15Z,7.0,1.0,4.0,1.0,aditya
2026-06-20T14:44:16Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:44:17Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:18Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:44:19Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:44:20Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:44:21Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:22Z,4.0,5.0,1.0,5.0,aditya
2026-06-20T14:44:23Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:24Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:44:25Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:26Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:27Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:44:28Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:44:29Z,3.0,1.0,0.0,1.0,aditya
2026-06-20T14:44:30Z,10.0,0.0,7.0,0.0,aditya
2026-06-20T14:44:31Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:32Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:33Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:44:34Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:44:35Z,11.0,0.0,8.0,0.0,aditya
2026-06-20T14:44:36Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:37Z,3.0,1.0,0.0,1.0,aditya
2026-06-20T14:44:38Z,3.0,1.0,0.0,1.0,aditya
2026-06-20T14:44:39Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:40Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:41Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:42Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:43Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:44:44Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:44:45Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:44:46Z,4.0,1.0,1.0,1.0,aditya
2026-06-20T14:44:47Z,3.0,0.0,0.0,0.0,aditya
2026-06-20T14:44:48Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:44:49Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:44:50Z,12.0,0.0,9.0,0.0,aditya
2026-06-20T14:44:51Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:44:52Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:44:53Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:44:54Z,5.0,7.0,2.0,7.0,aditya
2026-06-20T14:44:55Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:44:56Z,12.0,0.0,9.0,0.0,aditya
2026-06-20T14:44:57Z,13.0,0.0,10.0,0.0,aditya
2026-06-20T14:44:58Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:44:59Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:45:00Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:45:01Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:45:02Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:45:03Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:45:04Z,6.0,2.0,3.0,2.0,aditya
2026-06-20T14:45:05Z,2.0,0.0,0.0,0.0,aditya
2026-06-20T14:45:06Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:45:07Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:45:08Z,5.0,1.0,2.0,1.0,aditya
2026-06-20T14:45:09Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:45:10Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:45:11Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:45:12Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:45:13Z,4.0,0.0,1.0,0.0,aditya
2026-06-20T14:45:14Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:45:15Z,8.0,1.0,5.0,1.0,aditya
2026-06-20T14:45:16Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:45:17Z,7.0,0.0,4.0,0.0,aditya
2026-06-20T14:45:18Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:45:19Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:45:20Z,6.0,0.0,3.0,0.0,aditya
2026-06-20T14:45:21Z,8.0,0.0,5.0,0.0,aditya
2026-06-20T14:45:22Z,5.0,0.0,2.0,0.0,aditya
2026-06-20T14:45:23Z,9.0,0.0,6.0,0.0,aditya
2026-06-20T14:45:24Z,2.0,0.0,0.0,0.0,aditya
